Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2;Ecology_3;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Shops_2;LifeSquare_nan;Healthcare_1_nan;Rooms_outlier;Square_outlier;KitchenSquare_outlier;LifeSquare_outlier;HouseFloor_outlier;Floor_outlier;HouseYear_outlier;LifeSquare/Square;Square/Rooms;NonresidentialSquare;floor_cat;house_age;age_cat
3193;144;-1.0888468;-1.0287825;-0.8665754;0.646303;0.020339765;-0.13681987;1971;1.5778469;0;0;27;5148;14;0.7335453;5;7;0;0;0;0;0;0;1;0;0;0;0.28701335;0.53749233;-0.99925107;3;50;7
14508;6;0.14575695;0.4301174;0.42956325;1.8562024;-0.957253;0.6929168;2015;1.0422316;0;0;5;1564;0;-0.65233845;0;0;0;0;0;0;0;0;0;0;0;0;-0.037061084;-0.0720046;-0.16098773;2;6;2
2401;30;0.14575695;0.59369653;-0.011918226;-0.5635965;0.020339765;0.6929168;1977;-0.9997343;0;0;22;6398;141;0.025204718;3;23;0;0;0;0;0;1;0;0;0;0;-1.0231161;0.08140514;1.1611192;3;44;6
1832;128;1.3803607;1.194189;1.1414198;1.0496029;0.6068954;0.6929168;1990;-1.0003908;0;0;27;4798;0;-1.3352376;2;8;0;0;0;0;0;0;0;0;0;0;-0.07287824;-0.7095916;0.587324;4;31;5
15234;109;0.14575695;0.57848;0.35938185;1.0496029;1.7800066;0.6929168;1994;0.14461812;0;0;30;6141;10;-1.0245854;3;6;0;0;0;0;0;0;0;0;1;0;-0.38947517;0.06713462;0.3589458;5;27;5
2965;45;1.3803607;1.1809268;-0.011918226;-0.5635965;3.1486366;1.8545482;1977;0.6439321;0;0;23;5212;6;-0.17029193;3;2;0;0;1;0;0;1;0;0;1;0;-1.6944181;-0.71788347;2.1640174;5;44;6
131;1;-1.0888468;-0.7227459;-0.011918226;-0.5635965;1.7800066;0.6929168;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;1;0;1.668155;1.1115141;-1.0871605;5;44;6
6540;146;0.14575695;-0.45071515;-0.37670347;-0.96689624;-1.1527716;-1.2984512;1961;0.98263323;0;0;16;3893;27;-0.17029193;3;10;0;0;1;0;0;0;0;0;0;0;0.062345847;-0.8980774;-0.14226784;2;60;8
1773;125;0.14575695;-0.6115771;-0.321534;-0.96689624;-0.7617344;-1.2984512;1965;0.6330827;0;0;47;8004;3;-1.2080309;3;5;0;0;0;0;0;0;0;0;0;0;0.5799428;-1.0489389;-0.47506535;2;56;8
6108;168;0.14575695;0.26990768;-0.040035136;0.646303;-0.5662159;-1.2984512;1990;1.8641988;0;0;27;5664;48;1.7043333;3;11;0;0;0;0;0;0;0;0;1;0;-0.60466903;-0.22225437;0.34871098;3;31;5
9555;129;0.14575695;-0.43197834;-0.30557862;-0.96689624;0.6068954;-0.13681987;1975;-0.56414056;0;0;17;4017;7;-0.3041937;2;0;0;0;0;0;0;0;0;0;0;0;0.18203124;-0.88050544;-0.18513283;4;46;7
15875;70;1.3803607;0.9116985;1.5772377;-0.16029663;1.584488;0.5269695;1977;-0.9818154;0;0;39;7614;3;-0.17029193;1;5;1;0;1;0;0;0;0;0;1;0;0.99858344;-0.8862107;-0.064836584;5;44;6
372;23;0.14575695;0.08456208;0.2662796;-0.5635965;-1.3482901;-1.9622405;2015;-0.70932174;0;0;0;168;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;1;0;0.28701335;-0.3960774;-0.0012288934;1;6;2
4880;27;0.14575695;0.62728465;-0.011918226;-0.5635965;0.020339765;1.5226536;1977;0.7751224;0;0;9;1892;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;0;0;-1.0671595;0.112905145;1.2184826;3;44;6
8175;23;-1.0888468;-1.1142049;-0.95349485;-0.5635965;-0.7617344;-1.4643985;1977;-0.70932174;0;0;0;168;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;1;0;0.28701335;0.37726867;-0.7646274;2;44;6
8501;67;0.14575695;-0.6115502;-0.12532492;-0.96689624;-0.5662159;-0.63466185;1977;-0.93554974;0;0;38;4788;2;-0.17029193;0;4;0;0;1;0;0;0;0;0;0;0;1.0567435;-1.0489136;-0.68154514;3;44;6
15262;27;-1.0888468;-0.53672934;-0.36589944;-0.5635965;-1.3482901;-1.9622405;2013;-0.8521769;0;0;2;469;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;1;0;0.28701335;1.4604186;-0.39687958;1;8;2
3816;9;-1.0888468;-0.7545105;-1.2969673;0.24300319;0.21585833;0.6929168;2009;0.35627958;0;0;25;5648;1;-1.3352376;2;4;0;0;0;0;0;0;0;0;0;0;-1.5407382;1.0519344;0.01852537;3;12;3
14628;27;0.14575695;0.014824858;0.19532026;1.0496029;0.8024139;0.6929168;2017;-0.9025102;0;0;4;915;0;-0.17029193;0;0;0;0;1;0;0;0;1;0;0;0;0.28701335;-0.4614792;-0.43100208;4;4;1
2834;25;0.14575695;-0.4063232;-0.23320818;-0.5635965;3.1486366;2.0204957;2015;-0.41454723;0;0;53;13670;4;-0.17029193;1;11;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.85644525;-0.31383422;5;6;2
916;120;0.14575695;-0.8843104;-0.9036685;-0.96689624;0.8024139;-0.13681987;1972;-0.99451894;0;0;14;3369;24;4.1533976;0;3;0;0;0;0;0;0;0;0;1;0;-0.21458118;-1.304717;-0.32810873;4;49;7
5715;22;-1.0888468;-1.3212497;-1.26928;-0.5635965;-0.7617344;-1.2984512;1959;-0.99203086;0;0;42;7651;1;-0.17029193;1;5;0;0;1;0;0;0;0;0;0;0;-0.06827203;-0.011077994;-0.78583896;2;62;8
1461;119;0.14575695;-0.38274097;-0.22698487;-0.96689624;0.41137686;-0.13681987;1968;-0.99203086;0;0;42;7651;1;-0.17029193;1;5;0;0;1;0;0;0;0;0;0;0;0.24740699;-0.8343291;-0.18376918;4;53;7
15553;17;1.3803607;1.3310777;1.0585076;1.0496029;0.020339765;-0.80060923;1960;-1.0003908;0;0;25;5027;4;-1.3138133;1;1;0;0;0;0;0;0;0;0;1;0;-0.36712515;-0.624006;0.9083805;3;61;8
6721;1;0.14575695;0.49934784;0.68833387;-0.5635965;1.7800066;1.8545482;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.007078082;0.2629152;5;44;6
11996;23;-1.0888468;-0.8225559;-0.6567348;-0.5635965;0.8024139;0.5269695;2014;-0.70932174;0;0;0;168;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;0;0;0.28701335;0.92430407;-0.5788997;4;7;2
2996;1;0.14575695;0.52879053;-0.011918226;-0.5635965;0.21585833;1.5226536;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;0;0;-0.9357199;0.020534227;1.0502698;3;44;6
6604;124;0.14575695;-0.5743675;-0.44157043;-0.96689624;-0.7617344;-0.63466185;1970;0.025019782;0;0;29;6566;7;1.1606921;4;0;0;0;0;0;0;0;0;0;0;0;0.19749868;-1.0140426;-0.2851693;2;51;7
1688;27;-1.0888468;-0.8384169;-0.6728739;-0.5635965;0.41137686;0.6929168;1977;0.7751224;0;0;9;1892;0;-0.17029193;0;1;0;0;1;0;0;1;1;0;0;0;0.28701335;0.8945542;-0.58900017;4;44;6
1471;23;0.14575695;0.37954068;-0.011918226;-0.5635965;3.344155;2.0204957;1977;-0.3639413;0;0;6;1437;3;-0.17029193;0;2;0;0;1;0;0;1;0;0;1;0;-0.7225186;-0.11943707;0.7953742;6;44;6
11120;207;1.3803607;1.1936876;2.092205;-0.16029663;-1.1527716;-1.2984512;1977;-1.0003906;0;0;16;3681;73;1.0549096;2;5;0;0;0;0;0;0;0;0;0;1;1.275485;-0.7099052;-0.125287;2;44;6
6907;15;-1.0888468;-0.8985104;-1.120709;-0.16029663;1.7800066;0.6929168;2009;0.32870892;0;0;21;5731;0;-0.17029193;1;0;0;0;1;0;0;0;0;0;0;0;-0.7732487;0.78183895;-0.31658927;5;12;3
2062;8;1.3803607;1.3870921;1.1799631;1.8562024;1.7800066;0.6929168;2004;2.677313;0;0;23;5735;3;0.0760874;0;5;0;0;0;0;0;0;0;0;1;0;-0.27156505;-0.58898455;0.68352115;5;17;4
2409;57;0.14575695;-0.5455661;-0.19809774;-0.5635965;-0.957253;-0.63466185;1974;0.118456185;0;0;49;11395;3;0.5072512;3;4;1;0;0;0;0;0;0;0;0;0;0.7057573;-0.98703164;-0.5885961;2;47;7
11310;17;1.3803607;1.7502154;1.2121074;1.0496029;0.41137686;0.5269695;1982;-1.0003908;0;0;18;3374;5;-0.545217;1;2;0;0;0;0;0;0;0;0;0;0;-0.65378654;-0.361952;1.4625267;4;39;5
9397;1;1.3803607;1.7953292;2.0070264;-0.5635965;0.020339765;0.6929168;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.33374596;1.0882217;3;44;6
4143;25;0.14575695;0.48520815;0.5304694;1.0496029;1.7800066;0.6929168;1993;-0.41454723;0;0;53;13670;4;-0.17029193;1;11;0;0;1;0;0;0;0;0;0;0;0.043871734;-0.020338738;0.01956855;5;28;5
14739;1;-1.0888468;-0.7263781;-0.011918226;-0.5635965;0.99793243;0.6929168;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;0;0;1.6796461;1.1047013;-1.0933636;4;44;6
5867;27;1.3803607;-0.08931885;-0.011918226;-0.5635965;0.6068954;0.6929168;1977;-0.39435473;0;0;2;629;1;-0.17029193;0;0;1;0;1;0;0;1;0;0;0;0;0.083052404;-1.5120679;-0.0053652287;4;44;6
542;23;1.3803607;-0.18884437;-0.011918226;-0.5635965;-1.1527716;-0.13681987;1977;-0.88219494;0;0;2;475;0;-0.17029193;0;0;0;0;1;0;1;1;1;1;0;0;0.28701335;-1.5742934;-0.1753394;2;44;6
12273;85;1.3803607;1.405082;1.2268641;1.0496029;1.584488;0.5269695;1979;-0.68814224;0;0;52;11217;1;1.7043333;1;7;0;0;0;0;0;0;0;0;1;0;-0.23070647;-0.577737;0.8575596;5;42;6
6040;3;-1.0888468;-1.0719558;-1.0714976;0.646303;0.41137686;0.19507481;1975;-0.5728921;0;0;43;10621;1;-1.3352376;2;3;0;0;0;0;0;0;0;0;0;0;-0.19147712;0.45651373;-0.8572875;4;46;7
8204;27;-1.0888468;-1.1146339;-1.1178684;-0.96689624;-0.5662159;-1.2984512;1967;-0.36692348;0;0;11;3097;0;-0.17029193;0;0;0;0;1;0;0;0;0;0;1;0;-0.21050875;0.37646383;-0.49600318;3;54;7
9131;23;-1.0888468;-0.9412544;-0.011918226;-0.5635965;1.7800066;0.6929168;1977;-0.3639413;0;0;6;1437;3;-0.17029193;0;2;0;0;1;0;0;1;0;0;0;0;2.4270554;0.7016655;-1.4603391;5;44;6
15098;21;-1.0888468;-1.0138751;-0.7600177;-0.5635965;-0.17517878;-0.63466185;1970;0.6330827;0;0;47;8004;3;-1.2080309;3;5;0;0;0;0;0;0;0;0;0;0;0.55120593;0.5654534;-0.7969299;3;51;7
2200;44;0.14575695;-0.34903407;-0.17831668;-0.5635965;-1.1527716;-0.13681987;1979;0.025860801;0;0;25;4724;2;0.37602744;1;3;0;0;0;0;0;0;0;0;0;0;0.27952456;-0.8027177;-0.27377096;2;42;6
1808;56;1.3803607;1.2991139;1.2332735;1.0496029;-0.17517878;0.6929168;1986;-1.0003908;0;0;23;5067;4;-0.17029193;2;6;0;0;1;0;0;0;0;0;0;0;-0.08499878;-0.6439904;0.6698361;3;35;5
12741;46;1.3803607;-0.30147624;0.46992144;-0.5635965;0.21585833;-0.63466185;1968;-1.0003908;0;0;47;11319;0;0.1577675;3;5;0;0;0;0;0;0;0;0;1;0;1.5781386;-1.6447133;-0.8748718;3;53;7
15059;90;-1.0888468;-1.0020185;-0.9664088;0.646303;-0.957253;-0.13681987;1969;1.2260319;0;0;37;5288;0;1.2182698;3;2;0;0;0;0;0;0;0;0;0;0;-0.07827709;0.5876927;-0.8484597;2;52;7
11902;128;0.14575695;-0.19958837;0.101192206;0.24300319;-0.17517878;0.6929168;1994;-1.0003908;0;0;27;4798;0;-1.3352376;2;8;0;0;0;0;0;0;0;0;0;0;0.5462168;-0.6625628;-0.50542784;3;27;5
5870;2;0.14575695;-0.4266832;-0.4023269;-0.5635965;-0.17517878;-0.63466185;1968;1.5988576;0;0;35;7715;4;-0.049780294;0;6;0;0;0;0;0;0;0;0;0;0;-0.049069405;-0.8755395;-0.17059502;3;53;7
19;16;1.3803607;0.4772698;1.0653747;-0.5635965;-0.5662159;-0.63466185;1980;-0.68814224;0;0;52;11217;1;1.7043333;1;7;0;0;0;0;0;0;0;0;0;0;0.96551764;-1.1578246;-0.1716562;3;41;6
3066;160;0.14575695;-0.42719704;-0.44905818;-0.5635965;0.21585833;-0.63466185;1977;-1.0003908;0;0;39;8647;0;-0.29080355;0;5;0;0;0;0;0;0;0;0;1;0;-0.15380038;-0.8760214;-0.12228424;3;44;6
2224;49;1.3803607;0.14424068;0.5151531;-0.96689624;-1.1527716;-0.63466185;1965;-0.8261888;0;0;24;5613;5;0.41887602;2;5;0;0;0;0;0;0;0;0;0;0;0.6389845;-1.3660417;-0.06492552;2;56;8
8824;27;-1.0888468;0.38533488;0.572323;2.662802;-0.37069732;-1.1325039;1977;-0.36692348;0;0;11;3097;0;-0.17029193;0;0;0;0;1;0;0;0;1;0;1;0;0.28701335;3.1899009;-0.5804169;3;44;6
733;1;1.3803607;1.3692111;-0.011918226;-0.5635965;0.8024139;0.6929168;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;0;0;-1.8726203;-0.6001641;2.4855778;4;44;6
4563;15;-1.0888468;-0.50259185;-0.8256067;1.0496029;1.584488;1.8545482;2011;0.32870892;0;0;21;5731;0;-0.17029193;1;0;0;0;1;0;0;0;0;0;0;0;-0.86499935;1.5244491;-0.24006267;5;10;2
3410;87;1.3803607;0.30642992;1.1532362;-0.5635965;-0.957253;-0.63466185;1978;-1.0003908;0;0;39;8647;0;-0.29080355;0;5;0;0;0;0;0;0;0;0;0;0;1.4656743;-1.2646375;-0.55590546;2;43;6
1532;1;1.3803607;0.617271;0.75808793;0.24300319;-0.5662159;0.19507481;1994;-0.78530496;0;0;33;5261;0;-1.0540438;3;1;0;0;0;0;0;0;0;0;0;0;0.20487645;-1.070293;0.19820642;3;27;5
13738;103;1.3803607;0.18414764;0.9413012;-0.96689624;0.21585833;-0.63466185;1988;-0.99451894;0;0;14;3369;24;4.1533976;0;3;0;0;0;0;0;0;0;0;0;0;1.3473259;-1.3410909;-0.44532543;3;33;5
1531;23;1.3803607;0.94838405;0.66745627;1.4529027;-1.3482901;0.6929168;2013;-0.3639413;0;0;6;1437;3;-0.17029193;0;2;0;0;1;0;0;0;0;0;0;0;-0.43087345;-0.86327416;0.57007086;1;8;2
12559;23;0.14575695;-0.14282;0.034912568;-0.5635965;-1.3482901;-1.9622405;2017;-0.9519511;0;0;1;388;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;1;0;0.2870128;-0.60932356;-0.14603004;1;4;1
10338;48;-1.0888468;-0.93017685;-1.1154631;0.24300319;-1.1527716;-0.13681987;1982;-0.6549938;0;0;46;9515;5;-0.17029193;1;10;0;0;1;0;0;0;0;0;0;0;-0.6842535;0.7224433;-0.4725332;2;39;5
11104;111;-1.0888468;-1.330669;-0.87307245;-0.96689624;0.21585833;-0.63466185;1966;-0.21558674;0;0;23;4635;5;3.0433514;2;4;0;0;0;0;0;0;0;0;1;0;1.3086286;-0.028745417;-1.1226249;3;55;7
8863;202;1.3803607;2.1727822;2.3615797;0.646303;-0.7617344;-0.96655655;1983;-1.0003908;0;0;30;7538;87;4.920655;5;5;0;0;0;0;0;0;0;0;0;0;0.25289252;-0.09775439;1.0706347;2;38;5
7634;48;0.14575695;0.30004567;0.48553905;-0.5635965;-1.3482901;-1.9622405;2012;-0.6549938;0;0;46;9515;5;-0.17029193;1;10;0;0;1;0;0;1;1;0;1;0;0.2870128;-0.19399002;0.13599564;1;9;2
5598;3;1.3803607;1.1184636;1.4139868;1.0496029;1.7800066;0.6929168;1986;-0.5728921;0;0;43;10621;1;-1.3352376;2;3;0;0;0;0;0;0;0;0;0;0;0.42504227;-0.75693667;0.17109844;5;35;5
5832;6;-1.0888468;-0.8559467;-0.6907109;-0.5635965;1.3889695;0.6929168;2014;1.0422316;0;0;5;1564;0;-0.65233845;0;0;0;0;0;0;0;1;1;0;0;0;0.28701335;0.8616742;-0.60016346;5;7;2
15054;18;-1.0888468;-0.8023911;-0.8156368;0.24300319;1.193451;0.19507481;1985;-1.0003908;0;0;30;5562;0;-0.17029193;0;5;1;0;1;0;0;0;0;0;1;0;-0.18468952;0.96212643;-0.5698859;4;36;5
4765;53;0.14575695;-0.6020356;-0.33992353;-0.5635965;0.020339765;-0.13681987;1968;-0.5834981;0;0;34;7759;0;-1.068773;1;3;0;0;0;0;0;1;0;0;0;0;0.5108057;-1.0399905;-0.53575426;3;53;7
8942;23;0.14575695;-0.009011721;0.17106603;-0.5635965;-0.7617344;0.6929168;2018;-0.70932174;0;0;0;168;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.4838339;-0.060818586;2;3;1
1104;27;2.6149642;-0.18884437;-0.011918226;1.0496029;-0.37069732;-0.13681987;2008;-0.5652041;0;0;5;1227;0;-0.17029193;0;0;0;0;1;0;1;0;1;0;0;0;0.28701335;-2.035197;-0.56070256;3;13;3
16038;129;0.14575695;0.41239628;0.0438809;-0.16029663;1.9755251;1.5226536;2009;-0.8261888;0;0;24;5613;5;0.41887602;2;5;0;0;0;0;0;0;0;0;0;0;-0.6744925;-0.088624015;0.6964127;5;12;3
12620;66;-1.0888468;-1.2444395;-0.98507047;-0.96689624;-0.7617344;-1.2984512;1963;-0.06285632;0;0;50;12238;8;1.2624574;2;3;0;0;0;0;0;0;0;0;0;0;0.6143581;0.1329923;-0.8574713;2;58;8
6839;56;1.3803607;1.2468903;1.1280633;1.0496029;0.21585833;0.6929168;1987;-1.0003908;0;0;23;5067;4;-0.17029193;2;6;0;0;1;0;0;0;0;0;0;0;-0.16234246;-0.67664176;0.6913884;3;34;5
4566;120;0.14575695;-0.7746086;-0.25741073;-0.96689624;-0.7617344;-1.2984512;1963;-0.99451894;0;0;14;3369;24;4.1533976;0;3;0;0;0;0;0;0;0;0;0;0;1.1977541;-1.201835;-0.82099265;2;58;8
4154;126;-1.0888468;-0.599662;-0.88010854;0.24300319;-0.37069732;0.19507481;1991;1.8038923;0;0;30;6564;1;-0.17029193;0;0;0;0;1;0;0;0;0;0;0;0;-0.80197185;1.342378;-0.15579444;3;30;5
