Id,Price
3944,177006.69782546742
10359,206073.00164019322
15158,211801.79592541893
3259,224473.53650074484
7220,342403.83590704476
13843,204761.40157182192
16736,193164.1097562618
702,256241.3781855165
16401,189760.06934795034
12134,175856.02342655903
6918,196984.978618489
11792,129938.4638727701
3798,157481.6632076098
10395,133958.3344279618
11099,146225.90656726924
7090,203453.37475453154
11260,171781.68485661258
9647,215966.01956726683
2903,448876.265915679
2071,185755.761203933
8604,188371.45167889658
9346,225384.0713033648
3945,214125.60794877724
3420,128161.62742739546
10842,126169.65925015164
725,158674.77143395634
13931,204926.51213355508
16330,236799.95629215473
9066,423201.56930755766
3326,309833.74193877756
1556,290541.66701539344
6579,108992.89058040193
13877,146886.05762308007
9857,286515.4406955778
7302,257979.04750039396
5684,188051.92542260818
6513,238266.2526282422
11342,110539.81653417999
16561,231230.45654233592
6885,174884.6917980155
9308,184226.1664426327
2559,166510.13959563486
6648,179465.477097507
15260,178571.07377628252
5113,197079.9001169245
16492,185489.89891361637
12034,289220.04873331403
7248,210999.61828145338
2171,206491.82220166668
10594,152492.73090719807
13241,220410.32998868695
7032,150557.46836945153
4884,151308.88862301302
903,247196.7302791384
162,168510.6480486918
6566,220432.80758256922
8249,139579.81791520695
13106,178567.21618937745
256,128532.06384723553
7976,165322.03959128942
8575,174083.57156582287
7591,314934.5607168867
3204,247705.83026092767
15804,196226.2399586449
1525,296851.68448248657
9038,208706.97398575384
13628,207277.83041299073
10016,202102.43571979713
10208,223201.22030678453
2008,197770.5883100616
13029,195386.88653359155
5099,129436.62638052236
9923,296090.2594487878
9461,132836.47404804826
11086,169715.55302432404
15057,244837.83440674326
10689,177096.98137306958
2053,201643.51404035708
16630,173834.86098533872
4985,161657.95907498305
13881,235280.9443550799
13225,185837.42059072055
5779,68100.6788722166
10262,183723.25605678564
10762,221146.772062651
9513,185383.1979603802
11128,163153.67827330952
2074,301882.05078112386
933,193386.16327219715
2780,188423.38721532043
6594,113502.30490125786
15394,254046.26780786493
14863,142861.47751424363
6698,205006.15600499496
1611,307346.2814581837
174,187253.09582483055
5160,192910.7793285242
3295,330949.39196715166
4559,377226.5752267381
8254,167217.15655540532
10228,101924.28648290662
13924,130229.67911545002
15341,242903.44753575054
4353,186285.50682801844
4334,66854.4156341518
1872,163453.44443492
7823,188798.16663135195
310,158497.54228030998
3704,253661.2829050587
11615,223457.67023391245
6605,203011.3958975879
3381,185341.54352457478
2143,142980.8167374042
3191,220138.605772537
13980,143698.11342168943
15613,162517.40256399536
10943,244764.2920239207
9654,143723.17690369772
16053,355831.2933407691
14931,218632.18068126458
8299,226905.13846698788
2147,169371.65607330782
11567,359731.2906806962
5905,134869.55816805107
11160,114873.42017914349
8275,147173.95716328203
16398,252938.6702356738
11229,178711.37086272167
10309,164062.88413368954
7340,259459.5226967346
7653,167598.07271101116
272,180719.0587638599
9831,222554.66996093417
5016,129947.92054886691
5968,69136.2779242632
796,243872.0551040992
12123,129020.57372036291
16629,199841.16525149596
2637,169266.1803580637
6194,228837.34228793747
6216,445419.32828435703
14346,162494.06380412454
6428,137020.0421760935
2891,244310.3145054075
84,184787.98065777245
9260,202065.13191511284
15250,127278.07820569536
2348,216983.72638405015
10427,283072.6850329761
13230,266585.61040604266
1691,217521.13142524337
8803,124443.37211726626
5464,224040.9886509277
10559,107108.58507802294
16787,299818.290693571
4278,154426.55265633558
6183,171283.73374240464
12775,160045.2667818515
10104,167083.777920679
13663,183874.5437731441
9404,252751.62245611317
14724,238494.2248515778
10040,185661.6086087461
4646,191673.876620042
4754,160649.5113644694
3310,230489.19435891407
2003,189376.98936443107
7312,275510.4355350532
10921,229481.51054699847
13419,271207.7525421929
10105,161650.50035818774
2196,344804.24898884713
12659,235829.68728115168
4380,227802.66163552392
10847,137527.75670756286
10805,286581.11543122254
8709,92796.7384248912
8319,178799.40608451972
2215,182814.0205700732
7000,188914.27266342717
7701,112131.14865574308
9678,192176.18767071783
14026,170018.77761502055
7971,173652.03881681964
13734,148558.97288273528
16483,193164.07423645264
6150,207946.56805296178
2931,247462.14568820054
5418,180832.8857354605
1662,600120.7264122345
2441,226773.02052421725
669,128132.83946801107
7734,188836.73138612838
6010,241472.3090685685
266,138438.49875203063
632,141473.04514031197
16221,104941.31928511352
11832,176585.37837790654
5035,122219.70596796673
37,114104.95683864187
6168,186926.228196025
11757,175407.9507519792
8086,129503.87096200009
6529,220774.20043286818
15121,187634.9852645736
13904,142412.69861362758
3711,173975.81635737923
16563,122948.20866913351
14494,173066.27708623194
3006,224018.7846047651
15299,119577.46931181924
92,273171.3343457072
8066,139393.1525982368
16071,211299.09425170772
10662,122334.96990318828
3883,224211.3686629454
5511,124393.00763477123
2821,252566.80816803218
9570,180087.83774844155
4326,254473.3789898661
9251,242123.6624109685
9031,207631.2852025032
12689,97611.0686285326
16380,209577.45049582134
1053,234602.8455643058
4568,174611.52516355747
16140,107174.56768900916
14356,375370.3118782934
8466,181782.44452078867
15652,144200.69257912046
3285,120731.36053044401
3198,163297.74641836202
14088,436584.2798980795
2268,121900.83319736183
15472,184756.30700587077
1203,205324.90061924703
7157,270610.9258316177
6886,184534.94407480993
5083,253352.19815653027
7467,110362.95779193284
14068,206099.12946046866
2080,170922.43837427767
10865,160288.40244750128
13516,185648.21008925381
14150,199681.95267682764
7609,119452.51792277634
2144,274228.41137733805
10357,197375.1798592212
2396,234057.1575982272
1526,376374.3433214779
10890,258394.74324012187
8638,405930.8162253799
6050,267069.44470770826
7639,104407.08940196746
10544,192526.50856573085
9577,238072.6781788041
13195,220214.16907237863
3484,225690.60050111826
16668,366190.61710426287
7171,180952.1376763512
8547,209844.28405827485
12735,184851.1302153332
9093,187207.53488211514
15323,298361.7247972327
14897,137604.66698437047
5135,126148.01196989011
5327,225590.86725411177
13133,249422.72683828374
1676,293803.5957313569
16296,292770.55992503813
1095,151844.45685712332
12528,163721.24851601262
7348,280994.9443657404
11663,164396.6419448198
1803,207968.5804378151
1510,230991.4828361111
16045,184339.82090865434
2900,141421.89121288387
3236,178764.4653484571
1318,204046.1078551168
14948,224740.6754978942
7840,260264.2979450861
15325,184867.22548444796
8700,129937.69795780684
15706,196556.11058977983
14449,144540.4735878217
16117,188360.94537977665
4529,188163.83777162942
11199,197223.8606160441
4052,376660.57360145415
821,207007.13174361998
68,248980.75653686788
554,118086.3637484161
452,195889.0749856747
11394,310008.92113167
11393,174228.85932746992
9535,156621.61896036434
4024,181389.60324348928
10069,217703.52453996858
12007,145300.50675325596
12368,410064.8887990518
1259,343214.120584588
1124,329665.7042751093
3707,183499.29539423986
8767,167617.86730768977
1919,164417.64408840935
16741,157900.08616984263
6664,287333.9060209802
5688,401092.55031066673
7799,146903.36233556614
14843,391153.96955642017
7532,153018.7874326177
8133,157299.3975537825
6264,339706.93350766343
4125,166257.04879997627
2410,163393.9496214854
13607,213578.93290562052
1716,284545.1241989544
1370,145640.1634715108
2273,403704.1099825923
15298,319381.6025537529
4284,274390.3433277382
12303,148502.15680088857
7808,131795.96642906815
2203,142448.7489729851
7237,127550.13049494795
15864,171900.5275380964
2844,146440.59095681252
5729,170892.49805146354
11812,349106.76728636725
1779,151851.11516245574
6442,137106.71067694217
6160,234438.0723688358
8266,192605.94398853177
9903,162685.29261750565
2867,137712.71353438555
6998,181660.29738979624
13932,168928.18893157615
12587,170473.70821908253
3611,222904.83522939714
2646,280226.80346448475
1890,166949.29039558623
860,267823.0991473641
14187,203560.0740128911
12569,259110.48834318857
1276,95436.49768603418
12025,227661.82711382385
4890,268514.82583851553
14410,259146.78558637478
10352,248677.50406187473
11407,196404.85136721376
10384,172092.4578486658
7622,269041.67342834926
12578,163883.5592525062
15820,185077.75723764222
563,203838.6788331962
15226,172073.7529361438
6396,219515.6972892137
6247,143411.3133501163
3339,152015.85459080277
10975,287354.82638794027
7475,113670.66705782195
11129,219971.15509735345
3051,267662.21699102514
10232,227955.8694310833
14106,179408.61315245298
5502,227457.9781356077
4558,73425.8701739238
4181,146394.32548561037
8426,129287.04441013458
6611,166660.4374842241
14641,138692.89908465117
15539,254740.89341089383
13119,137815.13131543586
11716,190430.47689221145
7316,263981.35839242087
7791,111033.90615275939
13034,342896.84267732024
1068,284134.7517988667
4060,177310.9814052486
10172,218695.92226861554
2591,178952.8209959873
12494,332650.17135713226
7828,323073.12585327495
15284,183386.29473423044
7947,181869.94435269522
16335,232439.4559675599
10234,338159.40992450714
2797,264401.92584333883
5341,222484.9528267188
3059,194036.47780534864
1559,66854.4156341518
15320,277692.53923042235
10284,360289.78683011455
4134,221386.0786629125
4481,220815.90848400388
7222,171974.17808757903
4062,258481.63792429818
2192,200569.34526467917
9637,189659.81916128035
16236,172885.52328422279
4272,162827.77222726948
9406,307626.950104792
14309,239284.61350231981
1946,281720.79756805836
16235,241168.37613714827
7146,164680.42445672184
16784,230332.85979174692
349,309202.75257023
6251,165250.58728301877
5128,373559.4907187015
11718,190138.3243973098
16721,98843.04454196646
12517,211735.3029168723
15961,189477.65583652645
9428,151484.71520972214
14541,144061.76016203538
10168,113425.35129248453
11270,159690.73266239557
13210,169642.3808354195
11518,163034.28605581672
12612,174465.60687072267
16352,115577.75218082384
9935,150862.73888900815
15521,378109.3061266162
11482,188929.32165464375
11443,179205.7779982197
9459,233430.21574603615
9218,178276.91579257563
854,134846.42389908375
5619,139061.88747204017
9208,201770.63025217046
4391,148697.48218229454
15207,148119.5718026529
7183,181099.84748947356
16442,221010.8260328462
7936,84482.05405288175
10606,326495.36905821995
4979,156842.74723450153
4854,270222.8631424074
16476,127836.962163839
10516,172043.61401533915
16261,306521.3764291387
90,268391.70229990414
5433,173039.1552457085
14338,140473.53613659053
13487,243383.39225607592
8211,495690.970618337
170,196473.68871667108
14051,98073.92593949824
10686,196547.33362151988
7595,308480.8296374803
6777,339478.52720488055
14661,178103.4487498704
13991,286221.6494752159
16795,169375.3719749352
2740,128131.44958903325
7368,304712.1480194767
2413,239203.7194140089
1852,499174.6322076592
15200,341139.93476928124
8467,337750.778484623
16379,269514.2833467666
3375,183297.2589874622
5945,470350.5753712443
2641,171921.22185604894
2837,278945.3117435673
3498,213696.99247550138
10876,156871.50901534955
1285,225945.0053158697
9285,245576.25575559193
4015,318276.6712532345
2526,179587.42216883073
7814,201378.70243604385
7117,286878.16473066906
12359,122843.03095203215
3303,312714.19083454384
13874,176548.74635138988
5484,181847.9347436708
15067,159172.25340073757
12639,216620.56742749852
3388,230003.35609083355
4256,207676.96223019835
15738,186997.1941286831
14049,166945.93571155638
15780,185189.78358452296
9564,179225.24392300515
11910,203236.25282678936
11315,200421.04495041288
1733,152861.7783096118
3910,368294.4331406654
7552,514530.1877031145
254,166580.4601950587
5222,209716.29738330687
8314,224714.9896815923
16743,219570.1881655896
10335,104021.18972110738
8226,278172.12295625877
12254,232208.9477619158
13152,187765.2608420331
15020,216218.67700330785
16349,213164.21694802635
11924,163826.2792349652
12543,191539.76509568698
14114,221187.26549325354
12318,251145.4277758358
15383,177501.14917919974
6679,202482.45924554748
635,190186.9345091408
15993,312179.51736779994
11375,179972.3976334191
11216,181139.06249218888
15401,232237.94553598855
11301,153911.07645755916
13804,279422.0577613452
10839,203374.22433858892
1588,327973.0527956832
3596,191911.2962527641
5816,180180.7043267532
8099,143507.86604883798
6551,194741.02864829657
14075,402445.2732752461
13431,202769.52386098233
9481,323240.10844019084
5295,148763.34265565072
15859,357081.44771406305
10634,302853.84701486264
444,217296.51495312306
11686,237492.95087624283
1213,207969.40401396432
13970,114775.50066792793
6849,437044.16717413143
9911,243257.07756432242
5649,156992.6070820261
7184,157436.3802427732
5877,257022.90847495676
1655,409220.3946033978
15301,203866.18627192444
12389,238853.78113144284
5241,297256.3960169892
7048,163073.66838069446
10574,145656.77537575047
8593,159723.76446042914
4752,180128.78592039336
14663,172055.09232557088
10994,216330.13765532087
87,64817.99089707986
5132,127851.30277160357
6372,342359.57267517864
7411,311772.9464026673
3319,265617.73143617593
9355,121358.53370317188
5139,285529.5375561068
56,302175.73797361914
3249,213238.2236907563
5047,88978.55735613183
13238,349291.69172532565
2190,306450.264747025
15599,175447.16576360143
6542,157793.72398551163
1968,169034.33023124374
5630,176094.93418964467
9157,231513.82865557194
789,190523.69060526357
1413,264900.85567336506
12514,253259.6323264702
13459,142103.4115827023
1345,238147.2335693411
4034,204117.79354834862
15169,152657.8654888115
6770,262622.01605638955
3334,171768.74603401378
12998,168273.86075935958
15870,233555.28222142393
1871,153822.59026069447
5770,199360.47532719583
13196,112530.7998950636
7633,188606.0289564031
10699,212849.18910884173
15470,205175.7798200908
1903,513183.27624496823
13860,226786.0528469636
7649,175364.11701534127
11043,162534.18502852222
2922,223461.6071563802
7538,269720.077499238
9477,115324.54844635255
117,317312.6296068361
1457,259849.81080156157
7082,174623.78495245878
3053,254930.0763295191
12522,112534.07550651355
5744,370057.39723195805
13566,399863.71928582434
1464,137302.08479205068
3852,121733.31277991169
9557,209786.27236575505
14719,444207.21041014866
13978,119853.85066410751
3286,149572.15850815902
13019,339709.52976892056
1421,134730.07027636847
13502,176459.24201774565
14811,118488.74629348179
9297,262455.0201438103
7749,503384.2608573097
16555,137354.10314147267
14576,180036.58803930462
12766,171447.53355228784
4679,135511.35647038324
10033,194831.39011882365
11231,277084.6073658683
15112,141555.50553193002
10617,186522.059755232
2175,162080.57704812143
16502,380546.3557730701
10106,191750.9259330288
12561,153948.6980441799
15907,300635.33495582244
8069,119811.72769676488
8316,126520.58693633263
12343,245446.28844425053
12092,129328.4103772628
1527,179551.357235512
10010,223034.5923598918
655,111448.28474425634
10549,135925.9300482945
3248,111792.9049743014
13499,310986.7770751736
14959,211481.97102986384
6070,169146.01781850596
11360,247938.3526844017
12102,200830.2937661219
11870,288945.1753173574
3713,132727.83735392205
3230,146118.14595600095
7742,217196.90523263413
15092,338209.06153009966
8728,274106.7962407475
3386,146920.95688069428
9409,145670.70381396014
16545,253310.41952700508
3127,163312.76636485025
11344,150181.00854961923
2112,221008.59588437775
7310,223088.81255375542
6313,220396.72656827266
3681,439812.11516371614
5114,284503.4190922749
270,150625.80151222888
14350,183078.8654758068
12223,347712.3594877154
1066,182407.68626017543
16116,422025.49403495423
11410,558484.4949634752
4088,161377.77928180425
5956,183826.32991623445
14669,149728.90755157243
13871,126040.06030979907
4126,241549.15064893506
12114,195633.40630317657
16607,167583.71218872466
4266,227406.32369976008
13518,201154.82228107052
11856,285469.38762660325
3885,254070.67326643557
8891,181110.18989756866
4964,172759.26651153804
7696,171772.82958348672
6894,131975.2133785536
9766,208315.03716173998
4800,157500.93693690744
2840,187208.63877308552
4743,159556.11200081804
13562,521699.31557573105
8301,206095.79233748224
5405,179530.17921049663
1535,164035.52474849814
9073,126169.65925015164
1698,344306.10322366987
12262,238781.72218824265
6794,190213.8413635015
12701,195357.17811063697
8432,177229.38533963705
13540,132947.3004424414
8629,147570.03268883185
1440,177428.41548129322
8596,213555.53120370064
9575,287129.8099847637
14976,96589.50343578173
3149,224977.2103686326
5157,162284.36734346268
10748,179229.12272722033
9719,335606.75446526404
6376,180530.35104213472
9733,171178.7607009799
4749,204353.83935977778
4994,422983.8578518645
538,204780.53284737276
5512,138406.5402567461
9778,143375.07496668954
9761,139300.68191380613
3174,358640.79579525173
13429,196767.04244650184
10467,71113.11803781032
14129,180008.83942782236
13608,210415.07860784655
11106,152758.84691514686
12048,176300.43969780699
1054,353019.05107567256
3582,101392.57492796703
1566,143512.54815493917
11529,147216.34541177683
11859,162178.64358829544
10582,149650.34749030907
14907,318140.21739189874
14039,152804.41231612206
10489,177720.74471468743
3331,322039.5882212936
10153,241958.24445743166
5271,152639.54969907843
11871,380889.5669464308
776,139376.86040936192
3994,121093.04404350743
9433,69572.24874966757
14275,141846.03645386227
8030,217481.62796859164
8169,271927.0949384931
8053,192170.42263934485
4822,216631.6606961993
13197,189001.59147948236
13634,272396.2409731359
8951,186484.15169427733
12176,231307.74457798505
15471,140173.00138199143
14962,139836.25887059787
12512,117559.40969252941
8697,445765.89419316495
7095,214390.37051443078
13639,207634.09076489395
16660,184277.30175705795
5848,142122.15179533663
5386,184812.85124508184
10880,305448.4537762457
3954,189104.5488082194
13426,243045.24842279928
5966,223677.80237433332
16315,271259.4216315098
7455,203382.29715465577
11071,229267.27727164736
14740,220483.06448035443
16087,222956.891874275
8931,247072.9183257421
15289,166226.51965917557
16089,278528.07952095714
12128,181782.44452078867
4724,218199.49802928808
8585,206631.63775044653
7188,213537.16146244612
5423,147993.4611198517
10488,198900.36524652955
5980,212998.08181363912
8376,250066.34492240963
12397,138182.5094417764
16496,208283.62998135018
4891,255312.42405226262
9710,137554.89076183518
6339,167610.77520204402
244,182318.3318190164
5002,243839.71571430773
5358,180789.49197219708
7636,163890.71107906944
9361,332616.08560809144
3601,121995.41269055207
15755,152430.38306297615
172,182538.84681613336
3037,339141.7641942683
577,253721.64676635215
3607,201305.4259014493
2515,117277.44945885002
10413,154648.22225518143
10511,225822.2384213328
4637,395546.7010801699
12736,279679.94855230924
9534,238702.76416562177
11641,170737.5699306681
10419,254220.58563866044
15313,123021.97747859359
14915,191668.80197386688
12409,340015.4658811616
9405,128896.37849133316
14066,195751.57699469972
14108,195310.86233651184
11931,246538.01860889487
11464,358376.85322565655
926,151503.7176649762
11190,221010.8260328462
10260,182155.369048833
12712,192051.80714107433
1234,198532.02911765716
11608,105281.15374248583
3776,265804.59210258006
4881,204535.26530381988
10266,189036.59476076794
3262,222484.9528267188
3576,356247.63670097094
16604,457328.13544346974
8041,123866.49328879245
10691,241400.9467649888
8357,180914.8795157691
11661,146457.92051683617
4453,229760.25392560818
15936,219825.44712376714
8463,244730.31369363333
15770,233231.13353105573
466,165663.2353024226
14965,87422.54440037135
11227,180445.4460635377
9894,263800.1229986935
11746,198054.38299535666
4118,145822.13779186193
756,340486.5615180004
15589,166894.30977772857
109,385028.55519878096
5778,219610.24776319004
1731,89738.08445772695
3450,142138.29459048642
2961,181177.05426746668
222,176957.14953581258
11454,283785.3803654295
7339,181083.97273762376
12096,97043.27943194831
14074,191096.78580273926
4058,280163.9658008727
6603,228412.53891289013
3289,117744.1187105369
16681,277463.74211741384
8200,326361.94118873234
3343,272997.9336010686
7802,172380.5195287733
2082,396917.08995238465
217,246904.2826435728
1720,188358.21253235597
7224,241263.55504948774
6176,143053.9287294563
12571,222095.03865414223
16666,333200.8231254558
8908,214475.7380668444
6914,172542.26782020577
5428,182532.6202611628
381,190213.8413635015
3991,200062.30806533273
16365,241150.95076384625
1046,182511.0741291601
391,151828.3147502142
9212,329157.3921859719
3022,177947.33252363728
9961,113656.6835290424
6764,235417.52536568997
7720,176121.3020341411
4809,207273.8012887257
8877,317383.71874798887
7817,201312.4391178935
10614,113659.48647816079
5553,267941.5951776688
16488,131161.89746299625
11002,173763.04525139282
13592,298860.041528148
15050,226138.20421162102
13553,259633.91147750686
9041,189202.82435264296
5461,401478.8932568317
16274,341237.92403455405
2138,163336.11615936636
6245,159720.7000296976
8245,161397.7815082129
6491,233434.41052549318
13218,186568.91534417367
13101,111357.87700831283
10462,142873.8327224326
4079,177850.1721365648
1506,550029.067976839
14107,126643.06201903934
12215,281129.575033949
11576,296298.97819537827
10567,233726.87428200006
12713,223678.48370747064
1468,527950.7766784349
2549,253651.64106651442
4172,223138.64774248053
12380,254481.52104616142
3513,110087.22420729305
8165,265475.1433275958
1127,209410.17090225717
14601,399808.9049982463
15526,345755.0071161317
986,284415.1836112134
14968,207376.06321348646
9348,171214.79815574168
6317,259454.91403945067
7497,91431.23578282095
5079,302201.2742823692
528,180005.3403397784
10964,157909.64224119412
5812,326413.3975728187
11022,198219.10681640796
16251,130969.97983174764
5863,114667.29640524948
8664,203997.31653554394
5396,194501.47599750312
6917,234644.0155251612
12776,129596.12685415865
473,263809.40675126004
13333,209795.91874271716
13023,164108.6609134114
7357,204367.171821923
10955,494729.5723769973
11914,347834.03979526315
12535,167612.01388016998
11205,163626.35537269994
13209,187230.5734731499
16119,314121.0617267852
2174,269553.25661034253
4834,206198.823364148
10151,186633.0753633759
5584,211420.6864427166
6672,202247.5647768536
12858,279032.3469968093
5106,172514.4824097233
8884,184128.50142481594
13766,175924.11356744444
12556,122842.61558648989
12910,201341.65793062162
6258,126718.578985231
7100,243427.42938580745
1793,184491.41137944497
3335,188995.93178379902
12835,186832.8646781648
10591,162652.72508497688
15707,271240.9705847964
16389,162472.8380738347
7440,383225.03171226586
6293,184887.1358634349
3937,202518.20572372302
16527,167068.21553470741
5102,234075.63746636893
10734,262558.7151734443
7986,156196.6162294015
6495,122197.53925646668
9571,239838.82544530713
5131,184189.19614151085
10761,300167.4599573434
143,461238.06030331034
13829,170411.51101913935
13662,244554.2818931485
1771,153605.17921147667
5448,204309.36828359796
8594,157823.40695386555
12038,200263.75268548785
16471,154032.48557802814
16764,146503.66932936985
1282,167911.18096829983
15101,250441.39068634738
9473,134881.94448664534
2324,470829.1884547145
14448,243370.38713820843
6000,67750.90667778875
2077,140715.9335582147
12960,242080.50912431872
15837,212401.1823559922
8805,250513.9624106738
9987,231895.17027621268
1580,301079.15804682934
11089,128701.34594217614
10926,227339.73856476924
12773,400641.43348312145
6490,261518.47608404214
10858,128638.84692523567
2831,127557.93217387522
16326,154704.9625327757
371,180821.12517528154
8852,193561.11210599064
6713,298992.3541051472
4230,159536.59183306605
3639,216692.673622641
3642,191560.69227746667
5149,199242.24487927768
2861,209177.02334090084
13300,98242.68439938028
2807,387830.89400441793
5919,112093.47211446114
12716,539136.4158941293
4271,240015.96113300565
16055,225554.85272828187
3747,173504.44378438196
5857,249554.06756351184
6884,323059.44203489507
16027,271423.01326543133
3512,222964.62508280622
5181,171625.88920753865
16732,269607.22493118886
1908,178938.30235853238
12082,172065.46284286949
7286,138634.58729715468
8216,133330.2307123157
6929,335528.3732141167
3950,357979.25323842076
12479,186736.4270876506
877,131185.562458933
1366,185953.30466583528
384,132053.13147640895
5767,206543.4703753808
6910,154422.37458625977
187,194542.80392760498
10164,202368.4864794412
8603,259497.65413631068
15834,215298.93094076467
3078,132179.05290244916
3479,248389.95475397786
6671,214993.7559473425
6078,147692.3348771788
16271,133868.29048541558
16191,145241.47193906765
11544,168302.85234162185
7781,176073.77574139045
14918,286225.97314599465
6238,165829.67505216817
12989,225786.95741847967
11907,225232.69729799216
9696,155236.03931264055
14084,290932.53751085553
3895,157523.21034241008
4367,196881.44604206944
8453,69006.34772008614
7638,345954.0736749416
8373,244788.05712595652
4674,180118.73499817977
15787,138651.5774886021
5903,253456.80038192178
13679,207141.59498559457
9018,240436.75481967366
15823,250906.3634709298
13289,146020.5108833718
9896,232235.52667826982
14436,184843.7852282443
5547,234640.29230430312
4048,392040.3887912436
16579,206979.2095455259
8550,192270.24573539355
9385,272597.3533167023
5242,164091.63240257095
31,167526.04588311186
6144,278451.6347465121
3990,191348.86986340312
2523,90365.40608844481
12608,243029.63425906264
7234,181650.09407280458
15264,206131.22936145897
9623,183472.87867636516
3161,343727.3597777745
7425,107961.28176625144
13021,254703.21314009494
4044,153457.13048288625
15411,255778.5053706518
979,302582.33565473283
5514,255778.5053706518
4817,166515.3808707059
2115,182169.0868515062
10571,257918.98404277678
8992,230080.94010039323
15546,181554.12765364727
11359,127814.65053274979
11972,184840.28093587773
12838,173248.18636695898
5948,128039.65289189023
422,296222.3222026961
4855,169870.39480915517
16197,113192.78029886757
8926,440322.984239957
5703,179442.6451081935
8848,192005.3387252062
7039,315038.6157817858
3806,158062.9645973713
15154,217475.10166705115
13132,183282.57239459248
7438,202709.96200787826
4398,218659.6714446209
2440,192398.3197460258
3751,158995.33644807877
1476,183234.38583469993
2264,310790.9827993873
16444,162431.27854490888
10704,157480.69506615726
4033,143288.4917010743
4508,119474.11723799194
16290,216071.76868953393
10387,208146.8520371455
5457,149146.21502526314
4910,272276.97415675863
7451,199922.78551403165
10732,176273.0843573635
8015,131664.42014614405
6148,185398.87724891127
5892,238816.6043048497
7825,237226.11335654222
6851,242241.66573822306
6633,222593.93069616385
2139,274239.2959726779
10213,265160.2332270544
2830,223923.04252055511
13907,145586.12728292085
15897,312050.4216013766
8311,192557.28091145333
14230,193708.53206915435
3878,212845.82642144655
13732,170058.04559580152
12110,170925.5851148122
10675,268834.4966888156
12946,133531.64616844725
16754,230015.3455454719
4394,289522.7296597446
16728,166351.6382086302
14378,308128.75195787026
9949,165995.3657957263
994,184960.25270231292
13258,152163.74200769185
5883,308656.8117121566
6933,301302.9541637728
13193,207995.31551363415
13286,164204.8426462586
13407,362809.25440206716
7512,118679.69480344828
7221,187716.00796658816
14428,142933.35305365236
1740,192129.86410089352
3,132588.1988353656
12952,212937.76893517535
11537,131416.60161067804
2558,139925.28136441117
14081,258723.95277911992
3517,227271.64817211468
7149,234380.11982181208
15777,111484.66755507798
8995,233460.27809048892
826,262138.9608028209
509,286412.3958295637
14875,290163.1114055636
6591,163493.84743121892
11283,104583.02692917334
9897,247224.8292929444
14902,189570.90811305662
14291,199071.96841528197
3162,226029.61280948363
4206,184220.34834358701
11580,197691.77035101558
2007,215675.6927811096
14939,291424.39386688086
13572,173288.55542041044
